Ax,Ay,Az,Gx,Gy,Gz,Label
0.003,-0.003,1.020,0.507,-2.231,1.409,Idle
0.003,-0.003,1.019,0.534,-2.257,1.400,Idle
0.002,-0.002,1.020,0.560,-2.240,1.356,Idle
0.002,-0.001,1.020,0.551,-2.266,1.383,Idle
0.002,-0.002,1.020,0.551,-2.223,1.409,Idle
0.002,-0.001,1.019,0.507,-2.223,1.330,Idle
0.002,-0.002,1.019,0.569,-2.240,1.400,Idle
0.001,-0.001,1.018,0.569,-2.257,1.391,Idle
0.001,-0.002,1.020,0.525,-2.231,1.426,Idle
0.002,-0.001,1.018,0.516,-2.223,1.383,Idle
0.002,-0.001,1.019,0.543,-2.240,1.374,Idle
0.001,-0.001,1.018,0.499,-2.231,1.400,Idle
0.002,-0.003,1.019,0.499,-2.257,1.365,Idle
0.003,-0.004,1.019,0.560,-2.257,1.461,Idle
0.002,-0.002,1.021,0.534,-2.257,1.426,Idle
0.002,-0.001,1.018,0.525,-2.223,1.409,Idle
0.002,-0.001,1.020,0.525,-2.240,1.409,Idle
0.002,-0.005,1.019,0.534,-2.240,1.356,Idle
0.002,-0.003,1.019,0.577,-2.266,1.374,Idle
0.002,0.000,1.020,0.525,-2.266,1.400,Idle
0.002,-0.001,1.020,0.516,-2.214,1.383,Idle
0.003,-0.001,1.020,0.525,-2.249,1.391,Idle
0.003,-0.004,1.018,0.507,-2.240,1.383,Idle
0.002,-0.002,1.021,0.543,-2.301,1.383,Idle
0.001,-0.001,1.021,0.516,-2.240,1.409,Idle
0.002,-0.001,1.022,0.543,-2.275,1.347,Idle
0.002,-0.003,1.018,0.543,-2.275,1.383,Idle
0.002,-0.003,1.020,0.516,-2.257,1.400,Idle
0.001,-0.000,1.020,0.525,-2.240,1.409,Idle
0.002,-0.001,1.019,0.534,-2.231,1.418,Idle
0.002,-0.002,1.020,0.525,-2.231,1.383,Idle
0.003,-0.003,1.021,0.551,-2.275,1.356,Idle
0.002,-0.002,1.021,0.507,-2.240,1.418,Idle
0.002,-0.001,1.021,0.525,-2.240,1.391,Idle
0.002,-0.002,1.019,0.507,-2.240,1.391,Idle
0.002,-0.002,1.020,0.507,-2.240,1.391,Idle
0.002,-0.002,1.018,0.481,-2.240,1.400,Idle
0.003,-0.001,1.019,0.534,-2.240,1.409,Idle
0.002,-0.004,1.018,0.525,-2.293,1.400,Idle
0.001,-0.002,1.025,0.534,-2.223,1.391,Idle
0.004,-0.002,1.018,0.472,-2.275,1.365,Idle
0.003,-0.002,1.025,0.490,-2.266,1.383,Idle
0.002,-0.003,1.018,0.516,-2.205,1.374,Idle
0.001,-0.001,1.017,0.516,-2.266,1.400,Idle
0.002,-0.002,1.019,0.507,-2.257,1.365,Idle
0.003,-0.003,1.019,0.516,-2.257,1.383,Idle
0.003,-0.004,1.018,0.507,-2.275,1.356,Idle
0.003,-0.004,1.020,0.525,-2.293,1.365,Idle
0.002,-0.003,1.020,0.438,-2.266,1.365,Idle
0.001,-0.001,1.019,0.507,-2.275,1.383,Idle
0.002,-0.002,1.018,0.490,-2.240,1.400,Idle
0.002,-0.004,1.020,0.481,-2.240,1.418,Idle
0.003,-0.003,1.020,0.499,-2.266,1.356,Idle
0.002,-0.001,1.020,0.499,-2.293,1.347,Idle
0.003,-0.003,1.018,0.490,-2.275,1.374,Idle
0.001,-0.002,1.020,0.490,-2.293,1.400,Idle
0.002,-0.002,1.019,0.507,-2.266,1.400,Idle
0.003,-0.003,1.019,0.534,-2.257,1.391,Idle
0.002,-0.002,1.019,0.507,-2.310,1.400,Idle
0.002,-0.000,1.019,0.446,-2.328,1.391,Idle
0.002,-0.001,1.019,0.499,-2.284,1.400,Idle
0.003,-0.004,1.018,0.464,-2.257,1.374,Idle
0.002,-0.003,1.019,0.490,-2.275,1.426,Idle
0.001,-0.001,1.018,0.551,-2.257,1.391,Idle
0.001,-0.003,1.019,0.525,-2.249,1.409,Idle
0.003,-0.004,1.020,0.534,-2.249,1.347,Idle
0.002,-0.002,1.020,0.499,-2.257,1.374,Idle
0.003,-0.001,1.019,0.525,-2.231,1.400,Idle
0.002,-0.004,1.022,0.499,-2.249,1.365,Idle
0.002,-0.001,1.018,0.507,-2.249,1.400,Idle
0.002,-0.003,1.017,0.551,-2.231,1.383,Idle
0.003,-0.004,1.020,0.551,-2.231,1.391,Idle
0.002,-0.001,1.019,0.595,-2.231,1.400,Idle
0.001,-0.001,1.017,0.499,-2.223,1.400,Idle
0.001,-0.002,1.020,0.551,-2.257,1.391,Idle
0.003,-0.004,1.019,0.534,-2.257,1.400,Idle
0.002,-0.002,1.019,0.560,-2.275,1.409,Idle
0.001,-0.002,1.018,0.560,-2.249,1.339,Idle
0.002,-0.001,1.021,0.630,-2.214,1.383,Idle
0.002,-0.001,1.020,0.647,-2.188,1.383,Idle
0.001,0.001,1.021,0.630,-2.179,1.426,Idle
0.001,0.000,1.019,0.674,-2.161,1.391,Idle
0.002,-0.001,1.019,0.665,-2.170,1.383,Idle
0.003,-0.005,1.020,0.665,-2.161,1.347,Idle
0.005,-0.009,1.020,0.613,-2.170,1.383,Idle
0.006,-0.008,1.020,0.639,-2.161,1.374,Idle
0.002,-0.004,1.019,0.534,-2.214,1.365,Idle
0.001,0.001,1.019,0.499,-2.257,1.347,Idle
0.001,0.001,1.019,0.543,-2.240,1.383,Idle
0.003,-0.003,1.020,0.525,-2.257,1.400,Idle
0.002,-0.004,1.019,0.534,-2.231,1.409,Idle
0.002,-0.002,1.020,0.560,-2.257,1.356,Idle
0.008,0.003,1.032,0.516,-2.398,1.260,Idle
0.003,-0.002,1.020,0.604,-2.205,1.391,Idle
0.004,-0.007,1.029,0.560,-2.249,1.374,Idle
0.002,-0.005,1.021,0.630,-2.223,1.374,Idle
-0.004,0.003,1.055,0.656,-2.179,1.365,Idle
0.002,-0.003,1.002,0.368,-2.319,1.365,Idle
0.000,-0.000,1.033,0.507,-2.249,1.374,Idle
0.003,-0.002,1.014,0.560,-2.231,1.365,Idle
0.003,-0.000,1.011,0.507,-2.284,1.391,Idle
0.002,-0.000,1.018,0.516,-2.231,1.400,Idle
0.002,-0.001,1.018,0.569,-2.240,1.391,Idle
0.003,-0.002,1.016,0.507,-2.240,1.347,Idle
0.001,-0.003,1.020,0.525,-2.223,1.391,Idle
0.001,-0.000,1.022,0.525,-2.257,1.400,Idle
0.002,-0.003,1.020,0.551,-2.240,1.400,Idle
0.004,-0.006,1.017,0.534,-2.249,1.383,Idle
0.002,-0.002,1.019,0.543,-2.214,1.400,Idle
0.000,0.001,1.020,0.613,-2.214,1.356,Idle
0.002,-0.005,1.019,0.595,-2.205,1.383,Idle
0.003,-0.004,1.020,0.586,-2.179,1.356,Idle
0.001,0.003,1.022,0.630,-2.205,1.365,Idle
0.003,-0.001,1.021,0.569,-2.240,1.383,Idle
0.003,-0.002,1.021,0.569,-2.231,1.365,Idle
0.001,-0.002,1.020,0.543,-2.240,1.374,Idle
0.002,-0.001,1.016,0.543,-2.249,1.347,Idle
0.001,-0.000,1.018,0.586,-2.205,1.347,Idle
0.002,-0.002,1.016,0.551,-2.214,1.391,Idle
0.005,-0.006,1.020,0.534,-2.223,1.400,Idle
0.003,-0.006,1.019,0.560,-2.214,1.365,Idle
0.000,-0.002,1.019,0.577,-2.231,1.383,Idle
0.001,-0.001,1.020,0.560,-2.231,1.374,Idle
0.001,-0.000,1.021,0.560,-2.223,1.365,Idle
0.002,-0.003,1.021,0.543,-2.257,1.365,Idle
0.004,-0.003,1.021,0.516,-2.310,1.374,Idle
0.003,-0.006,1.021,0.569,-2.257,1.452,Idle
0.002,-0.006,1.021,0.569,-2.249,1.391,Idle
0.000,0.001,1.020,0.560,-2.231,1.391,Idle
-0.000,0.003,1.020,0.516,-2.231,1.418,Idle
0.004,-0.004,1.021,0.534,-2.275,1.383,Idle
0.004,-0.006,1.018,0.499,-2.284,1.365,Idle
-0.000,0.004,1.018,0.499,-2.266,1.391,Idle
-0.002,0.003,1.018,0.455,-2.275,1.418,Idle
0.003,-0.003,1.021,0.525,-2.249,1.400,Idle
0.003,-0.003,1.017,0.507,-2.266,1.383,Idle
0.000,0.003,1.020,0.534,-2.275,1.391,Idle
0.001,0.002,1.020,0.551,-2.249,1.409,Idle
0.003,-0.004,1.021,0.490,-2.231,1.391,Idle
0.003,-0.006,1.019,0.490,-2.266,1.383,Idle
0.002,-0.000,1.019,0.525,-2.266,1.347,Idle
0.000,0.003,1.019,0.534,-2.275,1.400,Idle
0.001,-0.001,1.020,0.560,-2.249,1.339,Idle
0.002,-0.004,1.020,0.507,-2.284,1.400,Idle
0.002,-0.002,1.020,0.499,-2.249,1.409,Idle
0.001,-0.002,1.019,0.534,-2.266,1.374,Idle
0.003,-0.004,1.019,0.525,-2.284,1.409,Idle
0.002,-0.002,1.019,0.534,-2.266,1.347,Idle
0.001,0.001,1.019,0.472,-2.266,1.383,Idle
0.002,-0.002,1.019,0.543,-2.284,1.418,Idle
0.002,-0.003,1.019,0.525,-2.275,1.400,Idle
0.002,-0.001,1.018,0.551,-2.240,1.339,Idle
0.001,-0.000,1.019,0.577,-2.275,1.374,Idle
0.002,-0.004,1.020,0.551,-2.266,1.383,Idle
0.004,-0.005,1.017,0.499,-2.257,1.374,Idle
0.002,-0.002,1.019,0.560,-2.188,1.347,Idle
0.002,-0.000,1.017,0.516,-2.249,1.347,Idle
0.000,0.002,1.020,0.534,-2.257,1.426,Idle
0.003,-0.003,1.020,0.543,-2.249,1.391,Idle
0.003,-0.006,1.020,0.534,-2.275,1.356,Idle
0.002,-0.002,1.020,0.551,-2.223,1.400,Idle
0.001,-0.000,1.021,0.481,-2.284,1.365,Idle
0.003,-0.002,1.019,0.507,-2.275,1.383,Idle
0.003,-0.003,1.022,0.543,-2.231,1.374,Idle
0.002,-0.001,1.023,0.525,-2.249,1.400,Idle
0.001,-0.001,1.026,0.499,-2.223,1.330,Idle
0.003,-0.002,1.012,0.481,-2.257,1.347,Idle
0.003,-0.003,1.021,0.525,-2.214,1.330,Idle
0.002,-0.003,1.017,0.507,-2.249,1.400,Idle
0.002,0.001,1.019,0.534,-2.223,1.339,Idle
0.000,0.003,1.018,0.586,-2.196,1.391,Idle
0.003,-0.000,1.016,0.569,-2.205,1.374,Idle
0.003,-0.005,1.018,0.577,-2.231,1.409,Idle
0.002,-0.005,1.019,0.551,-2.223,1.435,Idle
0.001,-0.001,1.021,0.534,-2.249,1.391,Idle
0.001,-0.003,1.021,0.543,-2.266,1.356,Idle
0.001,-0.001,1.020,0.560,-2.257,1.374,Idle
0.001,0.000,1.020,0.569,-2.266,1.426,Idle
0.002,-0.002,1.018,0.525,-2.257,1.409,Idle
0.003,-0.005,1.018,0.507,-2.257,1.418,Idle
0.001,-0.003,1.017,0.507,-2.249,1.365,Idle
0.000,0.002,1.019,0.560,-2.223,1.383,Idle
0.002,-0.002,1.021,0.507,-2.249,1.383,Idle
0.003,-0.005,1.019,0.490,-2.266,1.383,Idle
0.001,-0.001,1.019,0.472,-2.257,1.347,Idle
0.002,-0.001,1.021,0.534,-2.231,1.365,Idle
0.003,-0.004,1.022,0.525,-2.257,1.374,Idle
0.003,-0.004,1.020,0.543,-2.293,1.391,Idle
0.001,0.003,1.019,0.516,-2.266,1.391,Idle
-0.002,0.008,1.018,0.516,-2.257,1.383,Idle
0.001,0.004,1.019,0.525,-2.240,1.391,Idle
-0.000,-0.000,1.017,0.534,-2.231,1.383,Idle
0.001,-0.003,1.019,0.551,-2.275,1.365,Idle
0.007,-0.016,1.021,0.543,-2.275,1.391,Idle
0.009,-0.020,1.019,0.525,-2.257,1.347,Idle
0.005,-0.009,1.020,0.551,-2.231,1.374,Idle
-0.000,0.004,1.022,0.525,-2.275,1.374,Idle
0.001,0.001,1.019,0.499,-2.249,1.365,Idle
0.003,-0.004,1.021,0.507,-2.275,1.383,Idle
0.003,-0.003,1.020,0.507,-2.293,1.374,Idle
-0.001,0.004,1.019,0.490,-2.266,1.426,Idle
0.001,0.003,1.019,0.525,-2.266,1.383,Idle
0.003,-0.004,1.009,0.429,-2.293,1.418,Idle
0.003,-0.004,1.019,0.516,-2.266,1.383,Idle
0.002,-0.001,1.022,0.560,-2.284,1.383,Idle
0.002,-0.003,1.021,0.507,-2.240,1.426,Idle
0.003,-0.006,1.023,0.525,-2.240,1.391,Idle
0.002,-0.002,1.021,0.534,-2.266,1.374,Idle
0.000,0.001,1.019,0.525,-2.249,1.383,Idle
0.003,-0.003,1.019,0.490,-2.223,1.356,Idle
0.003,-0.004,1.020,0.577,-2.257,1.383,Idle
-0.000,0.003,1.058,1.050,-2.109,0.822,Idle
0.001,0.001,1.040,0.507,-2.336,1.383,Idle
-0.001,-0.005,1.016,0.472,-2.257,1.347,Idle
0.004,-0.002,1.027,0.543,-2.257,1.374,Idle
0.003,-0.000,1.014,0.464,-2.293,1.383,Idle
0.003,-0.001,1.017,0.516,-2.266,1.418,Idle
0.003,-0.001,1.019,0.560,-2.266,1.365,Idle
0.004,-0.004,1.017,0.543,-2.257,1.374,Idle
0.003,-0.004,1.018,0.472,-2.223,1.365,Idle
0.001,0.022,1.057,1.418,-2.126,0.858,Idle
-0.001,-0.012,0.971,0.403,-2.257,1.461,Idle
-0.005,0.003,1.059,0.752,-2.170,1.409,Idle
0.003,-0.009,1.034,0.560,-2.223,1.365,Idle
0.005,-0.004,1.006,0.464,-2.293,1.383,Idle
-0.000,0.002,1.025,0.577,-2.266,1.383,Idle
0.003,-0.001,1.018,0.507,-2.196,1.383,Idle
0.005,-0.007,1.016,0.534,-2.257,1.391,Idle
0.022,0.018,0.850,0.044,-2.467,1.470,Idle
-0.002,-0.016,0.975,0.368,-2.188,1.496,Idle
0.005,-0.008,0.990,0.464,-2.249,1.409,Idle
0.002,-0.001,1.031,0.516,-2.284,1.391,Idle
0.000,0.003,1.035,0.560,-2.231,1.374,Idle
0.002,0.001,1.023,0.586,-2.240,1.400,Idle
0.002,-0.003,1.020,0.481,-2.266,1.374,Idle
0.002,-0.002,1.020,0.525,-2.257,1.391,Idle
0.012,0.018,0.962,0.866,-2.266,1.129,Idle
0.005,0.011,1.053,0.639,-2.231,1.523,Idle
0.004,-0.002,1.023,0.499,-2.231,1.409,Idle
0.001,-0.005,1.010,0.490,-2.240,1.383,Idle
0.002,-0.002,1.022,0.525,-2.249,1.365,Idle
0.002,-0.003,1.017,0.534,-2.249,1.409,Idle
0.002,-0.001,1.018,0.525,-2.231,1.391,Idle
0.009,0.006,0.922,0.175,-2.424,1.461,Idle
-0.002,-0.020,0.978,0.507,-0.394,1.715,Idle
0.003,0.005,1.051,0.656,-2.249,1.365,Idle
0.005,0.003,1.036,0.543,-2.301,1.409,Idle
0.001,-0.006,1.017,0.543,-2.223,1.356,Idle
0.002,-0.002,1.018,0.507,-2.266,1.418,Idle
0.002,-0.000,1.017,0.481,-2.275,1.383,Idle
0.002,-0.006,1.020,0.560,-2.223,1.426,Idle
0.003,-0.004,1.020,0.560,-2.231,1.418,Idle
-0.000,-0.017,0.971,0.341,-2.310,1.339,Idle
-0.005,-0.008,1.004,0.394,-2.223,1.461,Idle
0.002,-0.002,1.033,0.604,-2.231,1.400,Idle
0.003,0.002,1.024,0.621,-2.257,1.374,Idle
0.001,0.002,1.023,0.543,-2.249,1.400,Idle
0.003,-0.003,1.025,0.543,-2.223,1.409,Idle
-0.002,0.010,0.987,0.394,-2.362,1.418,Idle
-0.003,-0.017,1.051,0.683,-2.240,1.505,Idle
0.002,-0.003,1.020,0.595,-2.257,1.409,Idle
0.003,-0.003,1.034,0.647,-2.196,1.409,Idle
0.002,-0.003,1.025,0.560,-2.205,1.383,Idle
-0.005,-0.008,1.000,0.700,-2.214,1.383,Idle
0.003,0.004,1.038,0.613,-2.205,1.339,Idle
0.005,-0.002,1.032,0.569,-2.240,1.409,Idle
0.002,-0.003,1.016,0.560,-2.249,1.383,Idle
0.000,0.001,1.027,0.560,-2.240,1.409,Idle
0.002,-0.003,1.019,0.534,-2.223,1.409,Idle
0.002,-0.003,1.034,0.577,-2.205,1.356,Idle
0.001,0.000,1.017,0.516,-2.231,1.383,Idle
-0.003,0.001,1.035,0.543,-2.257,1.418,Idle
0.009,-0.005,0.989,0.306,-2.389,1.383,Idle
0.006,-0.004,1.003,0.507,-2.275,1.365,Idle
-0.003,-0.003,1.031,0.639,-2.188,1.347,Idle
-0.003,-0.001,1.033,0.639,-2.135,1.400,Idle
-0.001,-0.003,1.024,0.560,-2.275,1.409,Idle
0.002,-0.001,1.017,0.455,-2.257,1.391,Idle
0.004,0.004,1.045,0.560,-2.284,1.409,Idle
0.001,-0.001,1.037,0.595,-2.231,1.383,Idle
0.000,0.001,1.028,0.577,-2.266,1.365,Idle
0.001,0.003,1.030,0.455,-2.328,1.391,Idle
0.002,-0.010,0.996,0.394,-2.293,1.400,Idle
0.001,-0.003,1.020,0.516,-2.223,1.400,Idle
0.002,-0.003,1.011,0.472,-2.223,1.383,Idle
0.000,0.003,1.038,0.507,-2.275,1.409,Idle
0.010,0.018,1.078,0.455,-2.188,1.400,Idle
0.002,-0.003,1.015,0.499,-2.240,1.409,Idle
0.001,-0.003,1.012,0.543,-2.223,1.435,Idle
-0.003,0.002,1.026,0.560,-2.231,1.426,Idle
-0.004,-0.012,1.009,0.464,-2.345,1.444,Idle
0.000,-0.003,1.038,0.577,-2.223,1.347,Idle
0.003,-0.002,1.016,0.560,-2.196,1.391,Idle
0.001,0.002,1.071,0.717,-2.275,1.435,Idle
0.006,0.016,1.094,0.744,-2.345,1.391,Idle
0.001,-0.002,1.009,0.481,-2.257,1.391,Idle
0.003,-0.006,0.999,0.543,-2.205,1.383,Idle
0.015,0.002,1.013,0.534,-2.336,1.452,Idle
0.004,-0.016,0.972,0.385,-2.240,1.409,Idle
0.003,-0.002,1.021,0.569,-2.275,1.374,Idle
0.001,0.002,1.034,0.656,-2.240,1.391,Idle
0.004,-0.015,0.977,0.262,-2.415,1.356,Idle
0.006,0.005,1.041,0.394,-2.336,1.461,Idle
0.003,-0.002,1.013,0.560,-2.188,1.374,Idle
0.004,-0.013,0.982,0.333,-2.328,1.391,Idle
0.003,0.009,1.081,0.691,-2.275,1.418,Idle
-0.000,-0.002,1.032,0.586,-2.240,1.391,Idle
0.003,-0.001,1.036,0.613,-2.240,1.383,Idle
0.003,-0.004,1.021,0.560,-2.223,1.400,Idle
0.002,-0.002,1.015,0.586,-2.240,1.374,Idle
0.002,-0.001,1.018,0.507,-2.223,1.400,Idle
0.002,-0.003,1.019,0.525,-2.240,1.356,Idle
0.002,-0.003,1.020,0.569,-2.223,1.365,Idle
0.002,-0.000,1.019,0.560,-2.231,1.374,Idle
0.003,0.002,1.021,0.551,-2.257,1.400,Idle
0.004,-0.001,1.026,0.543,-2.240,1.409,Idle
0.003,-0.002,1.021,0.569,-2.223,1.426,Idle
0.002,-0.001,1.019,0.534,-2.214,1.400,Idle
0.002,-0.002,1.019,0.525,-2.240,1.365,Idle
0.003,-0.003,1.020,0.525,-2.196,1.400,Idle
0.003,-0.004,1.020,0.543,-2.223,1.391,Idle
0.002,-0.001,1.017,0.560,-2.240,1.391,Idle
0.002,0.001,1.020,0.551,-2.249,1.347,Idle
0.002,-0.003,1.021,0.560,-2.231,1.383,Idle
0.003,-0.004,1.020,0.577,-2.249,1.391,Idle
0.003,-0.003,1.020,0.525,-2.275,1.391,Idle
0.002,-0.003,1.021,0.543,-2.257,1.400,Idle
0.003,-0.004,1.017,0.551,-2.223,1.383,Idle
0.002,-0.002,1.018,0.507,-2.240,1.400,Idle
0.001,-0.003,1.018,0.507,-2.249,1.347,Idle
0.002,-0.003,1.019,0.560,-2.223,1.383,Idle
0.003,-0.003,1.019,0.525,-2.257,1.409,Idle
0.002,-0.002,1.020,0.551,-2.231,1.374,Idle
0.002,-0.001,1.018,0.560,-2.240,1.374,Idle
0.002,-0.005,1.022,0.551,-2.231,1.400,Idle
0.002,-0.002,1.022,0.543,-2.275,1.356,Idle
0.001,0.000,1.019,0.516,-2.266,1.409,Idle
0.002,-0.001,1.021,0.551,-2.257,1.374,Idle
0.004,-0.005,1.018,0.516,-2.240,1.409,Idle
0.002,-0.002,1.018,0.516,-2.275,1.339,Idle
0.000,0.000,1.017,0.560,-2.240,1.374,Idle
0.000,-0.001,1.017,0.534,-2.249,1.391,Idle
0.001,-0.004,1.017,0.551,-2.223,1.400,Idle
-0.002,-0.003,1.019,0.525,-2.240,1.365,Idle
0.001,-0.003,1.019,0.516,-2.231,1.400,Idle
0.002,-0.004,1.019,0.534,-2.266,1.435,Idle
0.001,-0.002,1.021,0.525,-2.266,1.365,Idle
0.001,-0.000,1.019,0.534,-2.240,1.374,Idle
0.002,-0.001,1.019,0.551,-2.240,1.356,Idle
0.002,-0.003,1.021,0.551,-2.257,1.356,Idle
0.002,-0.003,1.018,0.525,-2.293,1.347,Idle
0.002,-0.001,1.020,0.551,-2.266,1.409,Idle
0.003,-0.003,1.019,0.534,-2.257,1.391,Idle
0.004,-0.005,1.020,0.534,-2.240,1.391,Idle
0.001,-0.001,1.019,0.507,-2.223,1.409,Idle
0.000,0.000,1.021,0.577,-2.240,1.391,Idle
0.002,-0.001,1.019,0.525,-2.266,1.391,Idle
0.003,-0.005,1.022,0.516,-2.249,1.383,Idle
0.002,-0.003,1.019,0.516,-2.293,1.374,Idle
0.000,-0.000,1.019,0.490,-2.266,1.391,Idle
0.001,-0.001,1.021,0.534,-2.240,1.365,Idle
0.002,-0.002,1.018,0.534,-2.231,1.356,Idle
0.001,0.000,1.018,0.534,-2.266,1.383,Idle
0.001,-0.001,1.018,0.613,-2.240,1.374,Idle
0.003,-0.006,1.019,0.507,-2.223,1.383,Idle
0.003,-0.006,1.019,0.516,-2.266,1.426,Idle
0.003,-0.005,1.020,0.525,-2.240,1.374,Idle
0.003,-0.003,1.019,0.543,-2.240,1.383,Idle
0.002,-0.002,1.022,0.551,-2.223,1.400,Idle
0.002,-0.002,1.021,0.560,-2.266,1.391,Idle
0.003,-0.005,1.018,0.525,-2.231,1.374,Idle
0.002,-0.003,1.021,0.490,-2.214,1.347,Idle
-0.001,0.002,1.019,0.551,-2.275,1.374,Idle
0.000,0.003,1.018,0.551,-2.240,1.383,Idle
0.002,-0.004,1.018,0.525,-2.223,1.356,Idle
0.003,-0.005,1.018,0.551,-2.223,1.400,Idle
0.003,-0.001,1.021,0.534,-2.223,1.435,Idle
0.002,-0.007,1.020,0.516,-2.214,1.365,Idle
0.003,-0.002,1.019,0.507,-2.223,1.409,Idle
0.003,0.002,1.017,0.490,-2.257,1.400,Idle
-0.000,0.002,1.020,0.543,-2.284,1.374,Idle
0.001,-0.006,1.022,0.525,-2.266,1.400,Idle
0.003,-0.006,1.019,0.516,-2.257,1.409,Idle
0.002,-0.001,1.021,0.534,-2.249,1.383,Idle
0.000,0.000,1.019,0.507,-2.249,1.383,Idle
0.002,-0.004,1.020,0.534,-2.240,1.365,Idle
0.004,-0.004,1.021,0.516,-2.249,1.365,Idle
0.002,0.000,1.020,0.534,-2.240,1.374,Idle
0.001,0.000,1.022,0.534,-2.266,1.339,Idle
0.004,-0.008,1.020,0.525,-2.223,1.374,Idle
0.003,-0.006,1.022,0.551,-2.249,1.356,Idle
0.001,0.001,1.019,0.543,-2.240,1.409,Idle
0.001,-0.001,1.019,0.516,-2.257,1.356,Idle
0.002,-0.006,1.018,0.534,-2.284,1.356,Idle
0.002,-0.003,1.019,0.507,-2.223,1.347,Idle
0.001,-0.001,1.018,0.525,-2.231,1.400,Idle
0.003,-0.004,1.019,0.543,-2.231,1.391,Idle
0.001,-0.004,1.020,0.525,-2.249,1.374,Idle
0.001,-0.001,1.019,0.516,-2.231,1.374,Idle
-0.001,0.003,1.020,0.507,-2.275,1.365,Idle
0.002,0.007,1.016,0.551,-2.249,1.383,Idle
0.004,-0.010,1.020,0.499,-2.266,1.374,Idle
0.006,-0.009,1.020,0.551,-2.240,1.356,Idle
-0.001,0.007,1.021,0.525,-2.249,1.339,Idle
0.000,0.001,1.023,0.525,-2.196,1.391,Idle
0.005,-0.010,1.018,0.516,-2.240,1.383,Idle
0.004,-0.005,1.021,0.507,-2.240,1.391,Idle
-0.001,0.002,1.018,0.499,-2.231,1.356,Idle
0.001,-0.001,1.020,0.551,-2.214,1.400,Idle
0.003,-0.006,1.019,0.551,-2.275,1.409,Idle
0.002,-0.004,1.021,0.543,-2.249,1.409,Idle
0.001,0.002,1.019,0.543,-2.266,1.365,Idle
0.002,-0.004,1.019,0.525,-2.240,1.409,Idle
0.003,-0.005,1.022,0.569,-2.249,1.356,Idle
0.001,0.000,1.019,0.569,-2.249,1.426,Idle
0.001,0.002,1.020,0.534,-2.257,1.383,Idle
0.004,-0.007,1.020,0.525,-2.266,1.383,Idle
0.003,-0.004,1.021,0.560,-2.249,1.356,Idle
0.000,0.002,1.019,0.543,-2.214,1.383,Idle
0.002,-0.001,1.018,0.534,-2.266,1.400,Idle
0.004,-0.006,1.022,0.560,-2.223,1.365,Idle
0.003,-0.004,1.021,0.534,-2.240,1.400,Idle
0.000,0.002,1.021,0.543,-2.257,1.409,Idle
0.001,-0.001,1.020,0.499,-2.257,1.400,Idle
0.004,-0.004,1.019,0.569,-2.240,1.365,Idle
0.006,-0.011,1.020,0.551,-2.249,1.409,Idle
0.002,0.001,1.020,0.543,-2.249,1.383,Idle
-0.002,0.006,1.020,0.569,-2.231,1.374,Idle
0.003,-0.006,1.019,0.551,-2.240,1.374,Idle
0.006,-0.011,1.019,0.551,-2.231,1.400,Idle
0.002,-0.002,1.020,0.551,-2.257,1.356,Idle
0.001,0.004,1.022,0.534,-2.214,1.383,Idle
0.004,-0.004,1.018,0.551,-2.223,1.400,Idle
0.002,-0.006,1.017,0.534,-2.240,1.383,Idle
0.001,0.001,1.020,0.560,-2.240,1.426,Idle
0.001,0.001,1.021,0.551,-2.266,1.356,Idle
0.003,-0.008,1.019,0.543,-2.240,1.339,Idle
0.002,-0.005,1.018,0.543,-2.214,1.409,Idle
-0.001,0.005,1.020,0.569,-2.205,1.383,Idle
0.002,-0.002,1.020,0.534,-2.170,1.374,Idle
0.005,-0.009,1.021,0.551,-2.249,1.391,Idle
0.002,-0.004,1.021,0.595,-2.223,1.383,Idle
-0.001,0.004,1.021,0.543,-2.257,1.374,Idle
0.002,-0.005,1.019,0.516,-2.223,1.391,Idle
0.006,-0.011,1.021,0.516,-2.231,1.356,Idle
0.002,-0.002,1.022,0.551,-2.257,1.400,Idle
0.000,0.004,1.020,0.516,-2.249,1.383,Idle
0.004,-0.002,1.019,0.525,-2.240,1.383,Idle
0.003,-0.009,1.020,0.507,-2.257,1.400,Idle
0.004,-0.002,1.022,0.534,-2.240,1.347,Idle
-0.000,-0.000,1.018,0.534,-2.214,1.374,Idle
0.001,-0.001,1.020,0.516,-2.214,1.356,Idle
0.003,-0.004,1.020,0.560,-2.249,1.383,Idle
0.000,-0.002,1.020,0.551,-2.257,1.374,Idle
0.002,-0.001,1.022,0.569,-2.223,1.400,Idle
0.004,-0.005,1.020,0.525,-2.223,1.400,Idle
0.002,-0.004,1.021,0.551,-2.249,1.374,Idle
0.001,-0.002,1.019,0.560,-2.231,1.391,Idle
0.003,-0.003,1.019,0.516,-2.214,1.383,Idle
0.003,-0.006,1.021,0.516,-2.266,1.374,Idle
0.002,-0.004,1.020,0.543,-2.275,1.374,Idle
0.002,0.001,1.019,0.499,-2.293,1.383,Idle
0.001,-0.000,1.018,0.490,-2.257,1.356,Idle
0.001,-0.003,1.022,0.516,-2.240,1.374,Idle
0.003,-0.003,1.018,0.490,-2.293,1.312,Idle
0.002,-0.004,1.019,0.525,-2.223,1.409,Idle
0.003,-0.007,1.021,0.490,-2.293,1.374,Idle
